,price,bedrooms,bathrooms,landsize,yearbuilt,date_sold,latitude,longitude
100,290000.0,3.0,1.0,782.0,1978.0,12-2018,-31.87535346,115.9536986
101,1160000.0,2.0,2.0,635.0,1950.0,12-2019,-31.92994,115.81815
102,415000.0,3.0,2.0,555.0,2004.0,11-2019,-31.64758777,115.710316
103,525000.0,4.0,2.0,758.0,1984.0,10-2017,-31.76607,115.77891
104,629000.0,4.0,2.0,578.0,2012.0,09-2017,-32.11590661,115.9300609
105,600000.0,4.0,2.0,510.0,2007.0,11-2020,-31.76277307,116.0041591
106,427000.0,3.0,2.0,618.0,2005.0,03-2020,-31.808107,115.82654
107,1015000.0,5.0,3.0,911.0,1995.0,02-2017,-31.74341,115.73399
108,445000.0,4.0,2.0,747.0,1991.0,11-2019,-32.32226,115.748
109,610000.0,4.0,2.0,1869.0,1985.0,12-2018,-31.90413,116.16174
110,465000.0,4.0,2.0,803.0,1988.0,08-2019,-31.83561,115.88917
111,454000.0,4.0,2.0,545.0,1993.0,09-2009,-31.88155,115.93723
112,380000.0,3.0,2.0,514.0,2000.0,10-2014,-31.8666182,116.0474837
113,382000.0,4.0,2.0,401.0,2005.0,06-2020,-31.73266376,115.8005439
114,1150000.0,4.0,2.0,527.0,2001.0,01-2014,-32.01888,115.86017
115,2200000.0,2.0,1.0,1100.0,1958.0,12-2018,-32.035946,115.853523
116,375000.0,4.0,2.0,580.0,2006.0,09-2018,-32.3275827,115.7565963
117,495000.0,4.0,2.0,694.0,2010.0,11-2020,-32.22239608,115.9921401
118,445000.0,3.0,2.0,327.0,2008.0,09-2016,-31.81004895,115.84418
119,515000.0,4.0,2.0,450.0,2002.0,07-2019,-32.05243282,115.7976803
120,270000.0,3.0,2.0,271.0,2011.0,08-2020,-32.23789039,115.8423672
121,780000.0,5.0,2.0,810.0,1977.0,04-2018,-31.7818,115.73812
122,1280000.0,4.0,3.0,701.0,1980.0,08-2017,-31.90617,115.79711
123,410000.0,4.0,2.0,465.0,2015.0,03-2018,-32.26332378,115.8554732
124,425000.0,4.0,2.0,666.0,1983.0,01-2014,-31.87775,115.94532
125,599900.0,3.0,1.0,807.0,1968.0,11-2017,-32.0464,115.84477
126,1330000.0,3.0,2.0,1133.0,1974.0,02-2014,-32.03477,115.87024
127,732000.0,3.0,1.0,328.0,1990.0,03-2019,-31.94173236,115.8166999
128,530000.0,3.0,2.0,1319.0,,12-2017,-32.07189,115.7687
129,465000.0,3.0,2.0,327.0,2012.0,01-2019,-32.01167461,115.9076728
130,380000.0,3.0,2.0,646.0,1995.0,01-2020,-31.66609,115.70398
131,572000.0,3.0,1.0,483.0,,08-2017,-32.05966708,115.8569943
132,1300000.0,5.0,3.0,770.0,2002.0,03-2018,-31.74151,115.72522
133,710250.0,4.0,2.0,434.0,1990.0,05-2016,-32.0424445,115.8455803
134,835000.0,5.0,2.0,755.0,1986.0,02-2018,-31.85258,115.77079
135,400000.0,3.0,1.0,683.0,1978.0,12-2016,-31.77175,115.7563
136,275000.0,3.0,1.0,761.0,1988.0,07-2015,-32.28643,115.76432
137,335000.0,3.0,1.0,686.0,1985.0,02-2017,-31.87503,116.04677
138,400000.0,4.0,2.0,582.0,2001.0,01-2017,-31.85716057,115.9486519
139,532000.0,4.0,2.0,653.0,2004.0,08-2016,-31.81305,115.84892
140,1700000.0,3.0,2.0,613.0,,12-2020,-31.98391,115.78789
141,820000.0,3.0,2.0,419.0,2006.0,09-2015,-32.04516488,115.8514316
142,385000.0,3.0,1.0,913.0,1983.0,01-2016,-32.45159,115.75533
143,427000.0,4.0,2.0,673.0,2002.0,11-2018,-31.64941,115.69968
144,660000.0,2.0,2.0,376.0,1962.0,07-2019,-31.92477,115.83006
145,250000.0,3.0,1.0,955.0,2017.0,07-2016,-32.03099,115.9353606
146,508000.0,4.0,2.0,1010.0,1993.0,05-2015,-31.91901559,116.0521097
147,415000.0,4.0,2.0,538.0,1994.0,09-2018,-32.02013901,115.9617687
148,550000.0,4.0,3.0,741.0,2008.0,05-2019,-31.79128655,115.9853567
149,935000.0,4.0,2.0,623.0,2007.0,02-2020,-31.73064,115.7305
150,380000.0,3.0,2.0,759.0,1994.0,03-2018,-32.33945,115.76287
151,349000.0,2.0,1.0,927.0,1930.0,01-2018,-31.88588,116.00078
152,470000.0,4.0,2.0,701.0,1998.0,03-2019,-32.12896,115.8641
153,475000.0,4.0,2.0,500.0,2007.0,09-2020,-31.933213,116.010305
154,577500.0,4.0,2.0,674.0,,04-2019,-31.71267,115.74442
155,490000.0,4.0,2.0,700.0,1975.0,02-2018,-32.03262,115.92794
156,715000.0,4.0,2.0,380.0,1900.0,02-2015,-31.90087308,115.9671624
157,1100000.0,4.0,3.0,520.0,2009.0,09-2014,-32.03299881,115.8710379
158,1130000.0,4.0,2.0,495.0,2009.0,10-2017,-32.10580379,115.7663769
159,340000.0,4.0,1.0,40864.0,1978.0,12-1998,-31.76939,115.87276
160,720000.0,4.0,3.0,528.0,1997.0,09-2014,-31.92723,115.94662
161,1075000.0,4.0,2.0,451.0,2003.0,02-2019,-31.8026285,115.7335301
162,475000.0,4.0,2.0,427.0,1994.0,01-2019,-32.11469111,115.7777208
163,545000.0,4.0,2.0,735.0,1984.0,02-2017,-32.10444,115.828
164,317500.0,4.0,2.0,872.0,1965.0,03-2018,-32.33509,115.75024
165,465000.0,3.0,2.0,337.0,2002.0,07-2020,-31.89819732,115.8259776
166,449000.0,4.0,2.0,502.0,2004.0,08-2020,-32.13581424,115.8464459
167,150000.0,4.0,2.0,16392.0,1980.0,06-1995,-32.09728005,116.1008255
168,450000.0,4.0,2.0,588.0,,05-2018,-31.73905,115.80411
169,525000.0,3.0,1.0,607.0,1969.0,11-2007,-31.89071,115.99245
170,900000.0,4.0,3.0,2152.0,1982.0,08-2017,-31.90745,116.08066
171,950000.0,4.0,3.0,3102.0,2009.0,12-2014,-32.15915736,116.0580013
172,375000.0,3.0,2.0,428.0,2000.0,09-2020,-31.94468218,115.9462251
173,522000.0,4.0,2.0,641.0,2002.0,02-2019,-31.7776903,115.815662
174,464000.0,4.0,1.0,700.0,1986.0,07-2016,-32.0806105,115.972457
175,550000.0,4.0,2.0,414.0,,01-2016,-31.85877749,115.9732655
176,490000.0,4.0,2.0,720.0,1989.0,10-2008,-31.88619,115.93636
177,560000.0,2.0,1.0,605.0,2006.0,05-2020,-31.90743,115.89934
178,1160000.0,4.0,2.0,696.0,2010.0,07-2019,-31.73934726,115.7245862
179,460000.0,3.0,2.0,322.0,1997.0,07-2018,-31.88513,115.82445
180,872000.0,4.0,2.0,1029.0,1989.0,01-2014,-32.0356484,115.8700915
181,335000.0,3.0,2.0,653.0,2002.0,04-2017,-31.67332,115.71274
182,83000.0,2.0,1.0,935.0,1959.0,06-1998,-31.90971373,116.0383163
183,925000.0,4.0,2.0,792.0,1969.0,01-2018,-31.9174949,115.8627879
184,330000.0,3.0,2.0,203.0,2015.0,11-2015,-32.24220021,115.8152219
185,1930000.0,4.0,3.0,440.0,2012.0,04-2016,-31.92904792,115.770024
186,547000.0,3.0,2.0,749.0,2009.0,07-2020,-32.34096334,115.8181808
187,533000.0,4.0,2.0,734.0,2001.0,09-2017,-31.75328,116.00534
188,460000.0,2.0,1.0,807.0,1969.0,07-2019,-32.04687661,115.8473517
189,405000.0,4.0,2.0,819.0,1986.0,01-2016,-31.49278,115.58896
190,1075000.0,4.0,2.0,773.0,1989.0,08-2016,-31.79391,115.74608
191,465000.0,3.0,2.0,420.0,2007.0,08-2017,-31.72047938,115.7877351
192,335000.0,4.0,2.0,373.0,2004.0,08-2017,-31.69797849,115.8022078
193,745000.0,4.0,2.0,462.0,2008.0,08-2016,-32.0131973,115.9599173
194,385000.0,3.0,2.0,416.0,2015.0,05-2018,-32.03440647,115.9855347
195,480000.0,3.0,1.0,700.0,1980.0,08-2016,-32.08615,115.84273
196,330000.0,3.0,1.0,351.0,2000.0,09-2015,-31.88684,115.94766
197,520000.0,4.0,2.0,752.0,1990.0,11-2016,-31.87758,115.90971
198,885000.0,4.0,2.0,641.0,2009.0,11-2020,-32.12598858,115.8084681
199,610000.0,4.0,2.0,596.0,2007.0,08-2016,-31.80600361,115.8399203
200,830000.0,4.0,2.0,726.0,2001.0,01-2018,-31.68433,115.71265
201,825000.0,4.0,2.0,325.0,,02-2018,-31.92631,115.83128
202,485000.0,4.0,2.0,997.0,1970.0,07-2018,-31.9862,116.06309
203,980000.0,4.0,2.0,500.0,,05-2017,-31.97448929,115.7713637
204,769000.0,5.0,2.0,638.0,2005.0,06-2017,-31.73051,115.73091
205,900000.0,4.0,2.0,2929.0,1998.0,12-2018,-32.26368,115.82987
206,410000.0,3.0,2.0,675.0,1985.0,05-2016,-32.076494,115.9698639
207,475000.0,4.0,2.0,559.0,2006.0,12-2015,-32.247079,115.805396
208,385000.0,4.0,2.0,613.0,1993.0,07-2019,-31.82507,115.84667
209,385000.0,4.0,1.0,1635.0,1975.0,05-2019,-31.86844,116.21402
210,650000.0,2.0,1.0,3675.0,2005.0,02-2020,-31.90044,116.15701
211,730000.0,5.0,2.0,576.0,2012.0,02-2020,-31.82993213,115.7682169
212,560000.0,5.0,3.0,2646.0,1990.0,05-2016,-31.95903077,116.0355405
213,720000.0,4.0,2.0,2000.0,1993.0,01-2013,-32.14771648,115.9833416
214,505000.0,3.0,1.0,688.0,1986.0,05-2017,-31.98095493,115.9380797
215,362500.0,5.0,2.0,515.0,1998.0,07-2019,-32.03717,115.98572
216,487000.0,3.0,1.0,685.0,1983.0,02-2017,-31.7725,115.76202
217,600000.0,3.0,1.0,380.0,1970.0,08-2016,-32.02469,115.83702
218,1675000.0,4.0,3.0,1055.0,2000.0,10-2017,-31.96425,115.78209
219,315000.0,3.0,1.0,825.0,1980.0,09-2017,-32.29130126,115.7122419
220,990000.0,3.0,2.0,873.0,,09-2019,-32.03713,115.80538
221,428000.0,4.0,3.0,803.0,1980.0,11-2018,-32.07296442,115.8655018
222,620000.0,4.0,2.0,1386.0,1995.0,10-2007,-32.00122,116.06845
223,405000.0,3.0,1.0,975.0,1993.0,07-2012,-31.88204218,115.9341911
224,643000.0,4.0,2.0,701.0,1982.0,10-2018,-32.06888,115.80488
225,538000.0,5.0,2.0,556.0,2006.0,07-2019,-31.81228,115.86481
226,375000.0,4.0,2.0,2000.0,1995.0,09-2014,-32.36876,115.97618
227,395000.0,3.0,1.0,461.0,1985.0,11-2017,-31.77517826,115.774014
228,311850.0,4.0,2.0,471.0,2014.0,10-2013,-32.17006445,116.0063044
229,499000.0,4.0,2.0,613.0,1969.0,03-2017,-32.07800737,115.7947337
230,620000.0,4.0,2.0,815.0,2002.0,02-2019,-32.10808521,115.8555693
231,660000.0,5.0,3.0,4297.0,2004.0,07-2018,-32.19289143,116.0120665
232,560003.0,3.0,2.0,537.0,1953.0,08-2016,-32.06521332,115.7843712
233,481000.0,4.0,2.0,703.0,1985.0,07-2016,-32.10647,115.83728
234,635000.0,3.0,1.0,20070.0,2001.0,06-2016,-31.873898,116.1557516
235,430000.0,3.0,1.0,2190.0,,04-2013,-31.88207,116.17109
236,430000.0,4.0,2.0,570.0,2005.0,07-2020,-31.73327888,115.797917
237,727000.0,4.0,2.0,691.0,1998.0,09-2015,-32.12453,115.77293
238,450000.0,4.0,1.0,723.0,1985.0,04-2015,-31.85539218,115.8610425
239,910000.0,2.0,1.0,241.0,,07-2018,-31.95496368,115.8103043
240,705000.0,5.0,2.0,1000.0,2000.0,04-2018,-31.99545,116.05911
241,470000.0,4.0,2.0,594.0,2002.0,07-2018,-31.71751458,115.7986454
242,474000.0,3.0,2.0,2851.0,1974.0,01-2018,-31.92197,116.08688
243,515000.0,4.0,2.0,430.0,2015.0,02-2016,-31.85965981,116.056712
244,272500.0,3.0,1.0,1799.0,1987.0,01-2005,-31.90108,116.14282
245,492500.0,4.0,2.0,736.0,1987.0,12-2017,-31.76698,115.78496
246,565000.0,4.0,2.0,631.0,,05-2015,-31.8612434,115.9386062
247,280000.0,4.0,2.0,599.0,1990.0,11-2020,-31.67284,115.71496
248,575000.0,3.0,1.0,510.0,1935.0,10-2016,-31.89292,115.99591
249,495000.0,4.0,3.0,500.0,2012.0,01-2013,-31.87473097,116.0125088
250,290000.0,4.0,1.0,714.0,1984.0,08-2019,-31.8534138,115.8397022
251,365000.0,3.0,1.0,700.0,1984.0,09-2020,-31.99944892,116.012145
252,670000.0,5.0,2.0,2783.0,2011.0,01-2019,-32.13753366,116.0867356
253,1200000.0,4.0,2.0,455.0,1965.0,01-2018,-32.07436,115.75525
254,910000.0,3.0,3.0,706.0,1986.0,02-2019,-32.11466,115.76909
255,340000.0,3.0,1.0,725.0,1970.0,01-2019,-32.29327,115.73428
256,1800000.0,4.0,2.0,1072.0,1985.0,02-2015,-31.9961478,115.7896847
257,650000.0,5.0,1.0,719.0,2013.0,05-2020,-32.34367531,115.814739
258,492000.0,4.0,2.0,446.0,2008.0,09-2020,-32.11452587,115.9296236
259,543800.0,4.0,2.0,527.0,1996.0,11-2017,-32.01165,115.93722
260,360000.0,4.0,2.0,568.0,2006.0,04-2020,-31.64276,115.70605
261,305000.0,4.0,2.0,439.0,2015.0,06-2015,-32.20048161,115.8608325
262,210000.0,3.0,1.0,534.0,1992.0,09-2013,-31.88213,115.93384
263,530000.0,4.0,2.0,597.0,2006.0,08-2019,-31.81164307,115.8494115
264,480000.0,4.0,2.0,723.0,1982.0,02-2017,-31.76818,115.78316
265,375000.0,3.0,2.0,647.0,1994.0,10-2016,-32.145346,115.9854452
266,372500.0,3.0,2.0,688.0,1980.0,09-2017,-32.30719,115.74437
267,980000.0,3.0,2.0,1140.0,1989.0,09-2017,-32.01677624,115.7666944
268,1400000.0,3.0,2.0,2819.0,1920.0,12-2015,-31.96416265,116.0464413
269,1210000.0,3.0,2.0,309.0,2002.0,12-2020,-31.96853,115.79211
270,435000.0,4.0,2.0,565.0,1997.0,07-2017,-32.30164,115.72676
271,508000.0,4.0,2.0,561.0,2003.0,09-2020,-31.95706,116.01909
272,315000.0,4.0,2.0,330.0,2014.0,03-2017,-32.16939481,116.0083618
273,740000.0,3.0,2.0,848.0,1989.0,07-2020,-31.76898,115.7423
274,493000.0,4.0,2.0,475.0,,07-2014,-32.163197,115.9916304
275,561000.0,2.0,1.0,357.0,1900.0,10-2019,-31.90124079,115.9694943
276,1100000.0,3.0,1.0,466.0,1920.0,06-2014,-31.94424,115.81145
277,605000.0,4.0,2.0,702.0,,02-2017,-31.70727,115.79412
278,575000.0,3.0,1.0,739.0,1980.0,07-2018,-31.83222514,115.7803186
279,301000.0,4.0,2.0,714.0,1993.0,09-2018,-32.33479,115.76476
280,380000.0,3.0,1.0,486.0,1990.0,07-2017,-31.83453,115.84549
281,350000.0,3.0,1.0,692.0,1955.0,12-2014,-31.9068,116.03943
282,172000.0,3.0,2.0,729.0,2003.0,09-2005,-31.90621,116.03842
283,725000.0,4.0,2.0,641.0,2015.0,09-2016,-31.86176396,116.0570848
284,255000.0,3.0,1.0,539.0,1994.0,10-2019,-31.86161,116.03936
285,500000.0,4.0,2.0,652.0,2006.0,01-2019,-31.72592,115.79928
286,617500.0,4.0,2.0,723.0,,04-2018,-32.1418,115.86899
287,520000.0,3.0,2.0,837.0,1999.0,03-2014,-31.89893997,116.0338253
288,300000.0,3.0,1.0,850.0,1969.0,03-2010,-31.87724,116.00034
289,533000.0,3.0,1.0,2024.0,1980.0,07-2014,-31.8751,116.18084
290,415000.0,4.0,2.0,600.0,2002.0,04-2020,-32.08833,115.95745
291,1645000.0,5.0,4.0,778.0,1974.0,09-2016,-31.91382,115.76336
292,655000.0,4.0,2.0,702.0,1982.0,02-2018,-31.84202,115.79866
293,307000.0,4.0,2.0,462.0,2002.0,03-2018,-31.663017,115.707587
294,405000.0,2.0,1.0,1833.0,1981.0,01-2008,-31.90062,116.19866
295,458000.0,6.0,2.0,626.0,1989.0,08-2016,-31.85597209,115.8720644
296,335000.0,4.0,1.0,704.0,1990.0,06-2018,-31.83531353,115.8907374
297,745000.0,4.0,2.0,827.0,,09-2014,-31.74313,115.75396
298,451000.0,3.0,1.0,729.0,1989.0,03-2019,-31.72359,115.75795
299,719000.0,4.0,2.0,611.0,2006.0,07-2020,-31.70664144,115.7936456
300,726000.0,4.0,3.0,2002.0,1979.0,12-2016,-31.89313,116.06577
301,2150000.0,5.0,3.0,1047.0,2000.0,09-2016,-31.96237,115.77813
302,875000.0,2.0,1.0,660.0,1930.0,01-2007,-31.91975,115.85612
303,1200000.0,4.0,2.0,540.0,2012.0,04-2019,-31.9730632,115.8067066
304,325000.0,3.0,1.0,350.0,,07-2019,-32.1212,115.81912
305,550000.0,3.0,1.0,812.0,1989.0,03-2020,-31.83355,115.88702
306,525000.0,4.0,2.0,628.0,1994.0,08-2017,-31.71787,115.7355
307,577000.0,3.0,2.0,329.0,2010.0,12-2019,-32.06656535,115.867969
308,305000.0,3.0,1.0,363.0,1981.0,01-2020,-31.9957545,116.0121594
309,410000.0,3.0,1.0,474.0,,12-2016,-31.83019,115.82905
310,385000.0,4.0,1.0,771.0,1984.0,01-2017,-32.01824223,115.9549288
311,650000.0,5.0,2.0,701.0,1977.0,08-2020,-31.83236,115.78233
312,1000000.0,4.0,1.0,1012.0,2003.0,06-2020,-32.02242817,115.8685716
313,530000.0,4.0,2.0,654.0,2008.0,11-2016,-31.73905101,115.8032831
314,555000.0,5.0,1.0,279.0,1995.0,06-2014,-31.92644,115.94743
315,430000.0,4.0,2.0,715.0,,09-2018,-31.66911,115.72681
316,550000.0,4.0,2.0,545.0,2009.0,12-2019,-31.81636,115.83881
317,555000.0,4.0,2.0,496.0,2000.0,01-2017,-31.94431,115.94518
318,565000.0,3.0,2.0,677.0,2005.0,01-2018,-31.71023649,115.7965458
319,950000.0,3.0,2.0,270.0,2000.0,07-2020,-32.0676128,115.7545084
320,800000.0,4.0,2.0,2706.0,1993.0,06-2020,-32.32928,115.74599
321,625000.0,4.0,2.0,422.0,2001.0,10-2020,-32.04018283,115.8122838
322,675000.0,4.0,2.0,2000.0,1996.0,12-2020,-31.89239,116.17272
323,580000.0,4.0,2.0,462.0,2003.0,10-2016,-31.92521012,115.9497051
324,365000.0,4.0,2.0,455.0,1992.0,11-2009,-31.87956,115.93454
325,990000.0,3.0,1.0,401.0,1966.0,07-2017,-32.01132011,115.8343708
326,375000.0,4.0,2.0,404.0,1998.0,12-2012,-31.89125,116.01903
327,358000.0,3.0,2.0,450.0,1997.0,06-2006,-31.91705,115.93365
328,279500.0,4.0,2.0,510.0,2015.0,09-2015,-31.5962686,115.6726446
329,660000.0,4.0,1.0,712.0,1998.0,09-2020,-31.69765942,115.7136665
330,1980000.0,2.0,2.0,637.0,,08-2018,-31.85717835,115.7526601
331,435000.0,4.0,2.0,600.0,1996.0,08-2006,-31.91783,115.93908
332,1500000.0,5.0,4.0,639.0,2003.0,09-2016,-31.73776993,115.7251695
333,299000.0,4.0,2.0,758.0,1996.0,09-2019,-31.67738,115.7139
334,445000.0,3.0,2.0,302.0,2016.0,07-2016,-32.18057352,115.967516
335,315000.0,4.0,2.0,709.0,1976.0,03-2009,-32.2868,115.76235
336,500000.0,4.0,2.0,441.0,2002.0,06-2016,-32.0070209,115.948271
337,650000.0,3.0,1.0,801.0,2008.0,08-2020,-31.888625,115.9260026
338,270000.0,4.0,2.0,3030.0,2000.0,10-2002,-32.30817184,115.9838028
339,700000.0,4.0,2.0,605.0,2007.0,10-2020,-32.4137457,115.7499086
340,442000.0,3.0,1.0,652.0,1994.0,07-2019,-32.13147,115.86607
